N,se.N,lcl.N,ucl.N,var,grid,trip,grid.n,trip.no,valley,control,Valley,year,month,cum.seed,seed.account.N,log.seed,valley.rep,grid.rats,Conditions,grouping.1,grouping.2,grouping.3,grouping.4,true.date,treat.six
50.86234666666667,10.48082744243577,35,76,"N[5,4]",egl MR2,5,4,5,egl,control,egl,2000,May,483.8298955946015,9.51253584042134,2.6846926996824108,egl,MR2,rats.present,treat.highN,treat.highN,treat.highN,treat.highN,2000-05-01,egl control rats.present
113.38218,18.20137193676718,85,155,"N[6,4]",egl MR2,6,4,6,egl,control,egl,2000,Aug,672.2689075630252,5.9292289808065535,2.8275430255994127,egl,MR2,rats.present,treat.highN,treat.highN,treat.highN,treat.highN,2000-08-01,egl control rats.present
68.55327333333334,11.313136989023533,51,95,"N[7,4]",egl MR2,7,4,7,egl,control,egl,2000,Nov,748.663101604278,10.920895023699009,2.874286429141739,egl,MR2,rats.present,treat.highN,treat.highN,treat.highN,treat.highN,2000-11-01,egl control rats.present
23.107526666666665,3.511171723437638,18,32,"N[8,4]",egl MR2,8,4,8,egl,control,egl,2001,Feb,5.092946269416858,0.22040205093709114,0.706969094393563,egl,MR2,rats.present,treat.lowN,treat.highN,treat.lowN,treat.lowN,2001-02-01,egl control rats.present
9.650253333333334,2.459235163231204,7,16,"N[9,4]",egl MR2,9,4,9,egl,control,egl,2001,May,5.092946269416858,0.5277525981442481,0.706969094393563,egl,MR2,rats.present,treat.lowN,treat.lowN,treat.lowN,treat.lowN,2001-05-01,egl control rats.present
2.4061333333333335,1.254017357383504,1,5,"N[10,4]",egl MR2,10,4,10,egl,control,egl,2001,Aug,5.092946269416858,2.116651724516593,0.706969094393563,egl,MR2,rats.present,treat.lowN,treat.lowN,treat.lowN,treat.lowN,2001-08-01,egl control rats.present
1.23314,1.3036808419336836,0,5,"N[11,4]",egl MR2,11,4,11,egl,control,egl,2001,Nov,5.092946269416858,4.130063309451367,0.706969094393563,egl,MR2,rats.present,treat.lowN,treat.lowN,treat.lowN,treat.lowN,2001-11-01,egl control rats.present
0.8539866666666667,1.088494987875988,0,4,"N[12,4]",egl MR2,12,4,12,egl,control,egl,2002,May,0,0,0,egl,MR2,rats.present,treat.lowN,treat.lowN,treat.lowN,treat.lowN,2002-05-01,egl control rats.present
0.6612266666666666,0.9591170043283259,0,3,"N[13,4]",egl MR2,13,4,13,egl,control,egl,2002,Nov,0,0,0,egl,MR2,rats.present,treat.lowN,treat.lowN,treat.lowN,treat.lowN,2002-11-01,egl control rats.present
2.4902333333333333,1.268177958355129,1,5,"N[14,4]",egl MR2,14,4,14,egl,control,egl,2003,Feb,0,0,0,egl,MR2,rats.present,treat.lowN,treat.lowN,treat.highN,treat.highN,2003-02-01,egl control rats.present
18.258313333333334,5.550708629619359,10,32,"N[15,4]",egl MR2,15,4,15,egl,control,egl,2003,May,733.3842627960275,40.16714191541027,2.8653315864888125,egl,MR2,rats.present,treat.lowN,treat.highN,treat.highN,treat.highN,2003-05-01,egl control rats.present
137.96360666666666,26.63597890124876,92,194,"N[16,4]",egl MR2,16,4,16,egl,control,egl,2003,Aug,1344.5378151260504,9.745597752997158,3.128573021263394,egl,MR2,rats.present,treat.highN,treat.highN,treat.highN,treat.highN,2003-08-01,egl control rats.present
83.28314666666667,10.607403298884567,67,108,"N[17,4]",egl MR2,17,4,17,egl,control,egl,2003,Nov,1390.3743315508023,16.69454610205413,3.143131741434319,egl,MR2,rats.present,treat.highN,treat.highN,treat.highN,treat.highN,2003-11-01,egl control rats.present
33.29696666666667,2.880547306081625,29,40,"N[18,4]",egl MR2,18,4,18,egl,control,egl,2004,Feb,0,0,0,egl,MR2,rats.present,treat.lowN,treat.highN,treat.lowN,treat.highN,2004-02-01,egl control rats.present
22.08186,2.383651992016758,19,28,"N[19,4]",egl MR2,19,4,19,egl,control,egl,2004,May,0,0,0,egl,MR2,rats.present,treat.lowN,treat.highN,treat.lowN,treat.highN,2004-05-01,egl control rats.present
19.072686666666666,3.7056913249950454,14,28,"N[20,4]",egl MR2,20,4,20,egl,control,egl,2004,Aug,40.743570155334865,2.1362260528582167,1.6100590813855067,egl,MR2,rats.present,treat.lowN,treat.highN,treat.lowN,treat.highN,2004-08-01,egl control rats.present
28.44102,8.049940374719156,16,46,"N[1,8]",hol MR2,1,8,1,hol,no control,hol,1999,May,10.185892538833716,0.35814090137532745,1.0079990900575442,hol,MR2,rats.present,treat.lowN,treat.highN,treat.highN,treat.highN,1999-05-01,hol no control rats.present
25.766073333333335,5.206330667608651,18,38,"N[2,8]",hol MR2,2,8,2,hol,no control,hol,1999,Aug,10.185892538833716,0.3953218795529981,1.0079990900575442,hol,MR2,rats.present,treat.lowN,treat.highN,treat.highN,treat.highN,1999-08-01,hol no control rats.present
17.286746666666666,3.131921945928633,13,25,"N[3,8]",hol MR2,3,8,3,hol,no control,hol,1999,Nov,10.185892538833716,0.5892313189545816,1.0079990900575442,hol,MR2,rats.present,treat.lowN,treat.highN,treat.highN,treat.highN,1999-11-01,hol no control rats.present
24.684246666666667,7.096871771168978,14,41,"N[4,8]",hol MR2,4,8,4,hol,no control,hol,2000,Feb,91.67303284950344,3.7138274498487203,1.9622415994968692,hol,MR2,rats.present,treat.lowN,treat.highN,treat.highN,treat.highN,2000-02-01,hol no control rats.present
95.16922,17.32858985775943,68,135,"N[5,8]",hol MR2,5,8,5,hol,no control,hol,2000,May,1339.4448688566335,14.074349551847053,3.1269248428833207,hol,MR2,rats.present,treat.highN,treat.highN,treat.highN,treat.highN,2000-05-01,hol no control rats.present
95.0518,10.55324938429631,78,119,"N[6,8]",hol MR2,6,8,6,hol,no control,hol,2000,Aug,1553.3486121721417,16.342127262946537,3.191268933740349,hol,MR2,rats.present,treat.highN,treat.highN,treat.highN,treat.highN,2000-08-01,hol no control rats.present
98.03935333333334,10.558713363442605,81,122,"N[7,8]",hol MR2,7,8,7,hol,no control,hol,2000,Nov,1578.8133435192258,16.103873494057716,3.198330788227836,hol,MR2,rats.present,treat.highN,treat.highN,treat.highN,treat.highN,2000-11-01,hol no control rats.present
49.28638,9.174252064424994,36,71,"N[8,8]",hol MR2,8,8,8,hol,no control,hol,2001,Feb,0,0,0,hol,MR2,rats.present,treat.highN,treat.highN,treat.lowN,treat.lowN,2001-02-01,hol no control rats.present
20.997626666666665,2.3945032731087235,18,27,"N[9,8]",hol MR2,9,8,9,hol,no control,hol,2001,May,0,0,0,hol,MR2,rats.present,treat.lowN,treat.highN,treat.lowN,treat.lowN,2001-05-01,hol no control rats.present
1.4411533333333333,1.4126631023009313,0,5,"N[10,8]",hol MR2,10,8,10,hol,no control,hol,2001,Aug,5.092946269416858,3.533937820229764,0.706969094393563,hol,MR2,rats.present,treat.lowN,treat.lowN,treat.lowN,treat.lowN,2001-08-01,hol no control rats.present
0.68178,0.973065094073626,0,3,"N[11,8]",hol MR2,11,8,11,hol,no control,hol,2001,Nov,25.46473134708429,37.350364262789,1.4059390987295817,hol,MR2,rats.present,treat.lowN,treat.lowN,treat.lowN,treat.lowN,2001-11-01,hol no control rats.present
0.86702,1.1146290573936413,0,4,"N[12,8]",hol MR2,12,8,12,hol,no control,hol,2002,May,106.95187165775401,123.35571458300156,2.0291883891274822,hol,MR2,rats.present,treat.lowN,treat.lowN,treat.lowN,treat.lowN,2002-05-01,hol no control rats.present
0.7162933333333333,1.0086016602889447,0,3,"N[13,8]",hol MR2,13,8,13,hol,control,hol,2002,Nov,106.95187165775401,149.31295138549478,2.0291883891274822,hol,MR2,rats.present,treat.lowN,treat.lowN,treat.lowN,treat.lowN,2002-11-01,hol control rats.present
0.5281533333333334,0.8603326823411885,0,3,"N[14,8]",hol MR2,14,8,14,hol,control,hol,2003,Feb,0,0,0,hol,MR2,rats.present,treat.lowN,treat.lowN,treat.highN,treat.highN,2003-02-01,hol control rats.present
1.5135666666666667,1.4491572076899177,0,5,"N[15,8]",hol MR2,15,8,15,hol,control,hol,2003,May,728.2913165266107,481.17557856273964,2.8623051318586246,hol,MR2,rats.present,treat.lowN,treat.lowN,treat.highN,treat.highN,2003-05-01,hol control rats.present
22.36088,4.874701089332357,16,34,"N[16,8]",hol MR2,16,8,16,hol,control,hol,2003,Aug,850.5220269926152,38.03616078582843,2.9296855655411465,hol,MR2,rats.present,treat.lowN,treat.highN,treat.highN,treat.highN,2003-08-01,hol control rats.present
25.0682,3.3892101348695176,20,33,"N[17,8]",hol MR2,17,8,17,hol,control,hol,2003,Nov,860.707919531449,34.33465185100841,2.9348557990072366,hol,MR2,rats.present,treat.lowN,treat.highN,treat.highN,treat.highN,2003-11-01,hol control rats.present
15.70218,4.650653083681977,10,28,"N[18,8]",hol MR2,18,8,18,hol,control,hol,2004,Feb,0,0,0,hol,MR2,rats.present,treat.lowN,treat.highN,treat.lowN,treat.highN,2004-02-01,hol control rats.present
6.75008,2.411352060095134,4,13,"N[19,8]",hol MR2,19,8,19,hol,control,hol,2004,May,0,0,0,hol,MR2,rats.present,treat.lowN,treat.lowN,treat.lowN,treat.highN,2004-05-01,hol control rats.present
3.9404866666666667,1.293762982662045,3,7,"N[20,8]",hol MR2,20,8,20,hol,control,hol,2004,Aug,0,0,0,hol,MR2,rats.present,treat.lowN,treat.lowN,treat.lowN,treat.highN,2004-08-01,hol control rats.present
